Дата свершения транзакции;Идентификатор акции;Маркер контрольной группы;Идентификатор клиента;Идентификатор свершенной транзакции;Оборот по транзакции (рубли + бонусы);Оборот по транзакции (рубли);Сумма начисленных бонусов по транзакции
14.12.2019 20:38;Целевая 7% на Новых;false;227695112;105150314151;27;26,84;1,88
27.12.2019 15:07;Целевая 6% на Отток;false;219956217;106444544746;335;334,78;20,09
05.12.2019 13:45;Целевая 7% на Новых;false;246701510;104146657305;5 121;5 120,51;358,44
05.12.2019 12:01;Целевая 7% на Новых;false;212687400;104138582851;1 094;547,59;38,34
22.12.2019 12:36;Целевая 7% на Новых;false;213274681;105885606506;736;367,83;25,75
31.12.2019 14:26;Целевая 7% на Новых;false;213060118;106906894231;417;416,70;29,17
06.12.2019 12:46;Целевая 7% на Новых;false;239003418;104233615489;71;35,88;1,07
26.12.2019 16:55;Целевая 6% на Отток;false;236231777;106318974297;311;155,38;9,32
30.12.2019 12:07;Целевая 7% на Новых;false;226138302;106776299140;1 292;646,95;45,29
27.12.2019 8:59;Целевая 7% на Новых;false;213239476;106413196602;49;24,72;0,75
12.12.2019 17:00;Целевая 7% на Новых;false;304303883;104909046018;929;464,73;32,53
08.12.2019 14:19;Целевая 6% на Отток;false;216942681;104456492409;1 618;809,11;48,54
23.12.2019 17:00;Целевая 7% на Новых;false;246459429;106019807174;30;15,54;1,09
02.01.2020 11:14;Целевая 6% на Отток;false;213504634;106985095479;55;55,09;3,31
03.01.2020 2:29;Целевая 6% на Отток;false;242366183;106994705995;154;79,10;2,37
28.12.2019 11:03;Целевая 6% на Отток;false;219631331;106551422642;234;234,48;7,03
15.12.2019 19:03;Целевая 7% на Новых;false;248092160;105219201448;125;62,86;4,41
25.12.2019 14:22;Целевая 7% на Новых;false;202464902;106212126873;691;346,08;24,23
14.12.2019 14:28;Целевая 6% на Отток;false;214038875;105115128772;761;494,39;29,66
27.12.2019 10:30;Целевая 7% на Новых;false;320170539;106418832381;394;197,76;13,84
04.12.2019 13:01;Целевая 7% на Новых;false;213104882;104010505579;4 471;4 417,54;309,22
08.12.2019 13:15;Целевая 7% на Новых;false;213694485;104452505626;700;351,73;24,62
23.12.2019 18:54;Контрольная 7% на Новых;true;239553242;106031288563;1 444;1 422,44;42,67
23.12.2019 18:55;Контрольная 7% на Новых;true;239553242;106031414806;646;603,16;18,09
10.12.2019 14:25;Целевая 7% на Новых;false;213288746;104690172281;768;460,49;32,23
17.12.2019 13:03;Целевая 7% на Новых;false;214055753;105378508267;1 579;789,62;55,27
03.12.2019 15:26;Целевая 7% на Новых;false;240757720;103918291919;167;83,34;5,83
28.12.2019 16:40;Целевая 7% на Новых;false;245448588;106583436951;2 530;1 834,91;128,44
26.12.2019 18:19;Целевая 7% на Новых;false;230958406;106327275488;309;154,67;10,83
20.12.2019 14:51;Целевая 7% на Новых;false;449437114;105689068352;126;125,72;8,80
23.12.2019 12:19;Целевая 6% на Отток;false;234786288;105991457094;148;74,87;4,49
10.12.2019 9:01;Целевая 7% на Новых;false;236244526;104663839691;28;28,25;1,98
05.12.2019 18:37;Целевая 7% на Новых;false;283552460;104171202240;82;81,93;5,73
13.12.2019 9:25;Целевая 6% на Отток;false;212651156;104984216246;310;309,91;18,59
03.12.2019 14:27;Целевая 7% на Новых;false;214394971;103918346192;550;276,15;19,34
31.12.2019 18:54;Целевая 7% на Новых;false;220384144;106930065158;428;214,71;15,03
26.12.2019 17:22;Целевая 7% на Новых;false;243186469;106321583409;394;197,76;13,84
10.12.2019 17:23;Целевая 7% на Новых;false;231043437;104703565775;57;56,50;3,96
02.01.2020 17:20;Контрольная 7% на Новых;true;203779581;106989108922;172;86,10;2,58
18.12.2019 12:41;Целевая 6% на Отток;false;227033515;105458394942;846;423,77;25,43
11.12.2019 8:51;Контрольная 7% на Новых;true;213802270;104756925043;486;242,96;7,29
31.12.2019 13:12;Целевая 7% на Новых;false;213321266;106900805204;225;112,30;3,38
19.12.2019 20:03;Целевая 7% на Новых;false;223869236;105582375473;28;28,25;1,98
26.12.2019 8:53;Целевая 7% на Новых;false;213473709;106283485734;83;42,38;2,97
27.12.2019 8:41;Целевая 7% на Новых;false;248446521;106412025863;49;49,16;1,47
02.01.2020 21:48;Целевая 7% на Новых;false;273648270;106992129205;101;100,86;7,06
13.12.2019 13:09;Целевая 6% на Отток;false;214710981;104996874114;310;155,24;9,32
31.12.2019 14:16;Целевая 6% на Отток;false;218924503;106905999010;493;247,20;14,83
31.12.2019 15:14;Целевая 7% на Новых;false;235056990;106910895632;860;430,12;30,12
14.12.2019 11:26;Целевая 7% на Новых;false;252302182;105100938004;237;118,65;8,31
12.12.2019 9:49;Целевая 7% на Новых;false;212391376;104872723273;24;24,01;1,68
20.12.2019 13:31;Целевая 7% на Новых;false;217058752;105680816543;284;141,89;9,93
20.12.2019 14:42;Целевая 7% на Новых;false;212914516;105688209077;32;32,49;2,27
23.12.2019 14:19;Целевая 6% на Отток;false;250735844;106003358191;188;94,64;5,68
02.01.2020 15:26;Контрольная 6% на Отток;true;242435880;106987668562;46;45,77;1,37
05.12.2019 17:28;Целевая 7% на Новых;false;270742294;104165278896;169;168,94;11,82
22.12.2019 15:10;Целевая 7% на Новых;false;213420531;105897973543;225;224,60;15,72
31.12.2019 11:51;Контрольная 7% на Новых;true;213394775;106893766023;234;234,48;7,03
14.12.2019 22:25;Целевая 6% на Отток;false;213717037;105159972744;126;125,72;7,54
14.12.2019 15:32;Целевая 6% на Отток;false;213534479;105121369990;185;185,04;11,10
21.12.2019 17:33;Целевая 7% на Новых;false;213050614;105821298877;603;302,57;21,19
29.12.2019 16:27;Целевая 7% на Новых;false;224582693;106699839663;231;116,54;8,16
28.12.2019 11:04;Целевая 6% на Отток;false;202564880;106551666466;11 678;11 204,95;672,29
11.12.2019 15:38;Целевая 7% на Новых;false;202731955;104783650191;216;108,77;7,61
31.12.2019 15:37;Целевая 7% на Новых;false;238367324;106912714225;79;39,55;2,77
06.12.2019 20:21;Целевая 7% на Новых;false;213104360;104278826101;359;179,75;12,59
06.12.2019 16:06;Целевая 7% на Новых;false;213289509;104252125748;55;55,09;3,86
30.12.2019 9:42;Целевая 7% на Новых;false;213446151;106766893674;619;309,56;21,67
21.12.2019 12:17;Целевая 6% на Отток;false;212881204;105794106908;181;180,67;10,85
20.12.2019 17:20;Целевая 6% на Отток;false;212608045;105702790866;691;346,10;10,38
23.12.2019 14:59;Целевая 7% на Новых;false;242855401;106007637409;1 477;883,69;26,51
23.12.2019 17:17;Целевая 7% на Новых;false;213349681;106020915476;992;496,37;34,75
03.01.2020 13:29;Целевая 7% на Новых;false;219370674;107001412401;424;212,02;14,83
03.01.2020 12:19;Целевая 7% на Новых;false;221313715;106996871823;97;48,87;1,47
13.12.2019 8:30;Целевая 7% на Новых;false;213286064;104982407552;42;42,38;2,97
09.12.2019 12:47;Целевая 6% на Отток;false;213234931;104547826410;927;649,06;19,47
09.12.2019 12:19;Целевая 7% на Новых;false;260373531;104544732002;705;357,38;25,02
28.12.2019 14:46;Целевая 7% на Новых;false;212505668;106572232518;457;456,82;31,98
19.12.2019 18:56;Целевая 7% на Новых;false;214240901;105575406278;1 071;535,36;37,48
30.12.2019 12:27;Целевая 6% на Отток;false;246719457;106777727644;96;48,03;1,44
25.12.2019 14:47;Целевая 7% на Новых;false;213356866;106214234684;1 576;788,21;55,17
25.12.2019 13:03;Целевая 7% на Новых;false;212715306;106206051561;6 421;5 138,88;359,72
23.12.2019 18:07;Целевая 7% на Новых;false;252056344;106026760601;62;61,87;4,32
10.12.2019 17:48;Целевая 6% на Отток;false;232703095;104705446687;275;137,87;8,28
02.01.2020 14:18;Целевая 7% на Новых;false;219463313;106986811312;726;363,03;10,89
22.12.2019 10:34;Целевая 7% на Новых;false;243731746;105877943166;309;155,38;10,88
13.12.2019 16:37;Целевая 7% на Новых;false;244568293;105014829007;69;69,22;4,85
17.12.2019 12:21;Целевая 7% на Новых;false;214086777;105376009255;219;110,18;7,71
13.12.2019 10:51;Целевая 7% на Новых;false;234227607;104987800365;2 562;1 281,24;89,68
09.12.2019 12:39;Целевая 7% на Новых;false;213238531;104546944051;182;182,22;12,76
11.12.2019 18:42;Контрольная 6% на Отток;true;212591824;104795360638;2 045;1 023,40;30,71
11.12.2019 9:20;Целевая 7% на Новых;false;212826336;104757688637;110;55,09;3,86
31.12.2019 11:42;Целевая 7% на Новых;false;202604357;106892564302;230;229,82;16,09
31.12.2019 9:42;Целевая 7% на Новых;false;269183152;106883044713;99;98,88;6,92
26.12.2019 15:36;Целевая 7% на Новых;false;212847381;106311326168;1 440;1 316,50;39,50
26.12.2019 14:19;Целевая 7% на Новых;false;214104827;106303638059;3 769;3 532,09;247,25
30.12.2019 15:02;Целевая 7% на Новых;false;213609496;106789685660;195;98,60;6,89
14.12.2019 14:57;Целевая 7% на Новых;false;223276700;105117973156;44;44,35;3,11
14.12.2019 16:24;Целевая 6% на Отток;false;215206076;105126780263;23;22,60;1,36
16.12.2019 9:33;Целевая 6% на Отток;false;251153151;105256774991;195;194,79;11,70
04.12.2019 18:02;Целевая 7% на Новых;false;247366944;104043188287;198;197,90;13,84
22.12.2019 21:40;Целевая 7% на Новых;false;220859867;105934751373;393;393,42;27,54
13.12.2019 12:45;Целевая 6% на Отток;false;213238454;104995106568;168;168,09;5,04
09.12.2019 18:00;Целевая 7% на Новых;false;223775115;104587709109;55;55,09;3,86
09.12.2019 7:45;Целевая 6% на Отток;false;212966663;104515113594;83;83,34;5,00
01.01.2020 21:36;Целевая 7% на Новых;false;240938372;106981205592;182;91,82;6,43
31.12.2019 14:51;Целевая 6% на Отток;false;248806615;106909181157;223;111,59;6,70
06.12.2019 11:25;Целевая 7% на Новых;false;249509382;104225938058;309;155,38;10,88
26.12.2019 12:01;Целевая 7% на Новых;false;213206789;106291995442;995;497,36;34,81
25.12.2019 18:22;Целевая 7% на Новых;false;214133635;106232811305;55;55,09;3,86
25.12.2019 13:42;Целевая 7% на Новых;false;213138051;106209066218;180;89,84;6,29
16.12.2019 13:26;Целевая 6% на Отток;false;219338474;105273779128;484;401,87;24,13
03.01.2020 12:59;Целевая 7% на Новых;false;203279218;106999082680;154;153,69;10,75
17.12.2019 11:00;Целевая 7% на Новых;false;307796064;105371352465;572;423,77;29,66
05.12.2019 10:39;Контрольная 7% на Новых;true;213593751;104132363099;992;495,81;14,87
03.12.2019 18:52;Целевая 7% на Новых;false;236561441;103944524027;226;226,15;15,82
09.12.2019 15:39;Целевая 7% на Новых;false;213017238;104569560093;93;93,23;6,53
18.12.2019 9:55;Целевая 7% на Новых;false;249847753;105449603572;24;24,01;1,68
06.12.2019 18:33;Целевая 7% на Новых;false;304315583;104266902569;216;108,77;7,61
26.12.2019 10:12;Целевая 7% на Новых;false;220206715;106286069382;126;125,72;8,80
30.12.2019 11:49;Контрольная 6% на Отток;true;226887349;106774937918;480;480,04;14,41
14.12.2019 13:24;Контрольная 7% на Новых;true;213384707;105108999253;231;116,96;3,50
27.12.2019 10:32;Целевая 6% на Отток;false;234786288;106419040827;1 545;773,97;23,22
12.12.2019 15:02;Целевая 6% на Отток;false;301177954;104897956321;442;221,55;13,31
04.12.2019 11:13;Целевая 7% на Новых;false;212782953;104002094808;747;374,33;11,23
20.12.2019 17:23;Целевая 7% на Новых;false;239107706;105703056160;1 451;798,09;55,87
20.12.2019 13:29;Целевая 7% на Новых;false;213381948;105680630567;57;56,50;3,96
10.12.2019 19:17;Целевая 6% на Отток;false;212912593;104713342323;42;42,38;2,54
24.12.2019 15:36;Целевая 7% на Новых;false;233284607;106122126055;921;460,49;32,23
02.01.2020 13:11;Целевая 7% на Новых;false;206652199;106986092927;332;331,53;23,21
18.12.2019 12:35;Целевая 7% на Новых;false;234966905;105457960675;14;14,13;0,99
19.12.2019 8:39;Целевая 7% на Новых;false;223820919;105530405771;2 061;1 031,17;30,93
26.12.2019 18:38;Целевая 7% на Новых;false;213351428;106329123554;678;339,01;23,73
25.12.2019 9:25;Целевая 6% на Отток;false;216940211;106191929650;304;152,56;9,15
14.12.2019 13:02;Целевая 7% на Новых;false;246266068;105107265832;565;282,51;19,78
14.12.2019 14:40;Целевая 7% на Новых;false;219226554;105116227570;848;847,53;59,33
23.12.2019 9:10;Целевая 7% на Новых;false;213239476;105978330919;54;26,84;0,81
29.12.2019 10:03;Целевая 7% на Новых;false;212868331;106670993279;140;139,84;4,20
07.12.2019 14:32;Целевая 7% на Новых;false;212762050;104372073797;350;176,15;12,33
03.01.2020 9:55;Целевая 7% на Новых;false;220862237;106995538818;1 630;815,04;57,05
22.12.2019 10:19;Целевая 6% на Отток;false;219442804;105876994983;914;457,67;27,46
13.12.2019 10:22;Целевая 6% на Отток;false;213266503;104986163268;42;41,81;2,51
03.12.2019 22:18;Целевая 7% на Новых;false;226192758;103962051733;772;385,91;27,02
28.12.2019 11:02;Целевая 6% на Отток;false;219631331;106551300649;634;378,56;11,36
30.12.2019 13:02;Целевая 6% на Отток;false;255690873;106780329996;414;207,65;6,23
25.12.2019 22:13;Целевая 7% на Новых;false;232371480;106253233234;1 232;1 231,75;86,22
27.12.2019 17:18;Целевая 6% на Отток;false;246236254;106457311862;753;377,15;22,63
27.12.2019 12:59;Целевая 7% на Новых;false;238947770;106431717775;565;282,51;19,78
16.12.2019 10:35;Целевая 6% на Отток;false;219631331;105259602810;352;351,73;21,10
